,NU_NOTA_CN,IN_IDOSO,Q026,TP_STATUS_REDACAO,IN_CEGUEIRA,Q006,NU_NOTA_LC,NU_NOTA_COMP1,Q002,NU_NOTA_COMP2,TP_LINGUA,IN_DISCALCULIA,TP_SEXO,TP_PRESENCA_LC,NU_NOTA_COMP3,Q047,NU_NOTA_CH,Q001,TP_ESCOLA,CO_UF_RESIDENCIA,IN_TREINEIRO,NU_INSCRICAO,TP_NACIONALIDADE,NU_NOTA_COMP4,Q025,TP_COR_RACA,IN_SURDEZ,TP_PRESENCA_CN,NU_NOTA_COMP5,TP_PRESENCA_CH,TP_ST_CONCLUSAO,NU_NOTA_REDACAO,IN_DISLEXIA,IN_SABATISTA,IN_BAIXA_VISAO,TP_ANO_CONCLUIU,IN_GESTANTE,Q024,NU_IDADE,NU_NOTA_MT
11904,610.0,0,A,1.0,0,C,617.6,140.0,F,160.0,0,0,F,1,140.0,D,662.6,E,3,25,0,270a621250b267d5f70a0a51454ee570973d2e56,1,160.0,B,1,0,1,100.0,1,2,700.0,0,0,0,0,0,B,16,679.8
11905,0.0,0,A,0.0,0,J,0.0,0.0,G,0.0,0,0,M,0,0.0,D,0.0,G,1,52,0,f762a9c2eb8fe4d7a16204ce7afaafa2aa49fba5,1,0.0,B,3,0,0,0.0,0,3,0.0,0,0,0,0,0,C,18,0.0
11906,425.8,0,A,1.0,0,B,549.1,100.0,B,100.0,1,0,F,1,80.0,A,487.3,B,2,23,0,ebaaf811086592d337ccc67af7d6a33e509262b5,1,80.0,A,3,0,1,20.0,1,2,380.0,0,0,0,0,0,A,17,354.5
11907,0.0,0,A,0.0,0,B,0.0,0.0,G,0.0,1,0,M,0,0.0,A,0.0,B,2,26,0,d8a57ae4bc83de84380c784a22d4decec7b5da49,1,0.0,A,1,0,0,0.0,0,2,0.0,0,0,0,0,0,A,17,0.0
11908,460.0,0,B,1.0,0,B,558.0,120.0,B,120.0,1,0,M,1,80.0,A,530.4,C,1,24,0,0be663ba9fda64b6c5f43c00d9e41f7be6064304,1,120.0,A,1,0,1,80.0,1,3,520.0,0,0,0,0,0,A,28,366.1
11909,403.6,0,A,1.0,0,H,479.4,120.0,C,80.0,0,0,F,1,80.0,A,420.1,D,2,35,0,738e25257eeb0a38ac0ab8bfdfda692b9de366a0,1,80.0,B,5,0,1,0.0,1,2,360.0,0,0,0,0,0,B,17,386.8
11910,0.0,0,B,0.0,0,C,0.0,0.0,A,0.0,0,0,F,0,0.0,A,0.0,E,1,16,0,250d71ce3c473a090e64d12479222438a07fa2d6,1,0.0,A,3,0,0,0.0,0,1,0.0,0,0,0,1,0,A,20,0.0
11911,488.4,0,A,1.0,0,B,472.0,80.0,B,80.0,1,0,M,1,60.0,C,565.7,B,3,25,0,67e4c9eefe554265d0ca6e5207ea744cac41d962,1,80.0,B,1,0,1,100.0,1,2,400.0,0,0,0,0,0,B,17,458.2
11912,0.0,0,C,0.0,0,B,0.0,0.0,B,0.0,1,0,M,0,0.0,A,0.0,D,1,35,0,259961a98d4b3be06b2e4c8d458312595a63444e,1,0.0,A,1,0,0,0.0,0,1,0.0,0,0,0,2,0,B,21,0.0
11913,417.4,0,A,1.0,0,C,544.8,100.0,B,120.0,1,0,F,1,120.0,A,567.2,C,2,35,0,85653ce66f6e3bbb45eaac40c9d4c7891dbbde29,1,120.0,B,2,0,1,100.0,1,2,560.0,0,0,0,0,0,B,18,455.6
11914,510.6,0,A,1.0,0,B,464.2,120.0,E,40.0,1,0,M,1,60.0,A,498.2,E,1,23,1,c1e3a85c1d17fb4c8e0a9d8c18039f20757d2ce9,1,80.0,A,2,0,1,40.0,1,3,340.0,0,0,0,0,0,A,17,429.8
11915,576.7,0,A,1.0,0,D,534.2,140.0,E,120.0,1,0,F,1,120.0,E,603.6,D,1,23,1,ed7e09de5aba548dc7b5a667611551ec8acbffc2,1,120.0,B,2,0,1,80.0,1,3,580.0,0,0,0,0,0,B,16,659.7
11916,507.6,0,B,1.0,0,B,448.2,160.0,A,120.0,0,0,F,1,140.0,A,496.6,A,1,51,0,a7a1dfb188e9981c1d1c1a6f49e734b4494a801f,1,140.0,A,2,0,1,140.0,1,1,700.0,0,0,0,10,0,A,33,416.9
11917,540.2,0,B,1.0,0,C,496.1,140.0,E,120.0,1,0,M,1,120.0,A,519.2,E,1,25,0,c5f73609c134333c96b0e6b107875c19382598c7,1,120.0,A,3,0,1,100.0,1,1,600.0,0,0,0,3,0,A,19,378.3
11918,602.0,0,A,1.0,0,J,640.5,160.0,D,160.0,0,0,F,1,140.0,D,651.8,E,1,25,0,464c3986b018752f81aec817418e273a95ce6a9b,1,160.0,B,1,0,1,140.0,1,1,760.0,0,0,0,5,0,C,22,763.6
11919,472.5,0,B,1.0,0,C,573.1,120.0,E,120.0,1,0,F,1,120.0,A,570.4,H,2,23,0,06026cb9c0d109cb7b2e39cf4b8fd5861c4c89e1,1,120.0,B,3,0,1,100.0,1,2,580.0,0,0,0,0,0,B,19,480.8
11920,481.3,0,A,1.0,0,B,577.4,160.0,C,120.0,0,0,M,1,80.0,A,627.3,E,1,35,1,aff056070a0e90ae20238bfac4b25e160c3cd873,1,120.0,B,3,0,1,120.0,1,3,600.0,0,0,0,0,0,B,17,484.7
11921,439.6,0,A,1.0,0,A,506.4,120.0,A,80.0,1,0,M,1,80.0,A,396.5,A,2,21,0,1ad68859aa337c4a8663f984c658de5a6b08cab8,1,80.0,A,2,0,1,0.0,1,2,360.0,0,0,0,0,0,A,18,394.3
11922,419.3,0,B,1.0,0,B,528.4,160.0,E,120.0,1,0,F,1,120.0,A,526.9,B,1,29,0,ca2234872c46bba4fb354645f05a5cd4f05df70d,1,120.0,B,3,0,1,100.0,1,1,620.0,0,0,0,1,0,A,19,447.0
11923,443.3,0,B,1.0,0,B,557.5,140.0,E,120.0,0,0,F,1,120.0,C,492.3,E,1,50,0,d35d3186b72cc9c1b38af026ff392cc0b65fb6a6,1,120.0,A,3,0,1,120.0,1,1,620.0,0,0,0,1,0,A,18,508.1
11924,461.8,0,B,1.0,0,E,485.1,120.0,C,120.0,1,0,M,1,100.0,A,549.6,C,2,41,0,598530612ed3ca6fde41e45d2396afab332a6d7e,1,120.0,B,3,0,1,160.0,1,2,620.0,0,0,0,0,0,B,18,372.8
11925,435.5,0,A,1.0,0,D,451.0,120.0,E,120.0,0,0,M,1,100.0,A,505.2,F,1,35,0,c3d1d4fa1735cab04f0d3faae1eb032d19bae3fa,1,120.0,B,3,0,1,100.0,1,1,560.0,0,0,0,1,0,B,18,476.5
11926,383.8,0,A,1.0,0,C,558.0,120.0,C,120.0,0,0,F,1,120.0,A,554.1,B,1,35,0,77d188a7a3371040ab4df7af2a9b5a73fcca81f7,1,120.0,A,1,0,1,60.0,1,1,540.0,0,0,0,2,0,B,19,413.8
11927,538.6,0,C,1.0,0,B,513.7,120.0,B,80.0,0,0,M,1,120.0,A,553.2,A,1,31,1,692c2ce38e18995b85dd1c90285437f49be25673,1,120.0,A,3,0,1,80.0,1,3,520.0,0,0,0,0,0,A,17,471.4
11928,536.5,0,A,1.0,0,B,561.9,120.0,E,120.0,1,0,F,1,120.0,A,560.9,D,2,21,0,0739a0cc8db512e57e2972c98c4d67eb14ab675c,1,120.0,A,2,0,1,80.0,1,2,560.0,0,0,0,0,0,A,17,421.9
11929,561.9,0,B,1.0,0,D,621.5,160.0,F,160.0,0,0,M,1,160.0,A,626.4,C,1,15,0,7bcc7904a1181e318817603d13ecd5d2938fa7f7,1,180.0,A,3,0,1,120.0,1,1,780.0,0,0,0,1,0,B,18,691.8
11930,485.6,0,C,1.0,0,B,554.7,120.0,E,160.0,0,0,F,1,140.0,A,489.6,E,1,41,0,a03e398a58c17d0ca025da18fdb91dc29fbed556,1,120.0,B,1,0,1,120.0,1,1,660.0,0,0,0,1,0,B,18,479.7
11931,432.2,0,A,1.0,0,C,533.8,160.0,B,120.0,1,0,F,1,120.0,A,600.6,B,1,42,0,f88482712ab8707aa3c1ac93a5975aaf80014509,1,120.0,B,1,0,1,120.0,1,1,640.0,0,0,0,1,0,B,18,447.2
11932,0.0,0,B,0.0,0,B,0.0,0.0,B,0.0,1,0,F,0,0.0,A,0.0,B,1,31,0,4607ab627925f0289f9298aeb26ec89ca06e14dc,1,0.0,A,3,0,0,0.0,0,1,0.0,0,0,0,8,0,B,26,0.0
11933,387.6,0,B,1.0,0,D,504.0,100.0,A,120.0,1,0,F,1,120.0,A,467.2,A,2,23,0,a5cc8995475e0b7bac6e1d3076ac84b121325e2d,1,120.0,B,3,0,1,60.0,1,2,520.0,0,0,0,0,0,B,24,368.4
11934,0.0,0,A,0.0,0,B,0.0,0.0,E,0.0,1,0,F,0,0.0,A,0.0,E,1,32,0,94c39f0ec4f9d1942be57feecc72b07348532524,1,0.0,B,3,0,0,0.0,0,1,0.0,0,0,0,2,0,A,19,0.0
11935,427.3,0,A,1.0,0,A,458.8,140.0,B,120.0,1,0,F,1,80.0,A,576.0,A,1,27,0,da9cfe9f8efc244d0b1258f88f4b32574b04dc4a,1,120.0,A,3,0,1,60.0,1,1,520.0,0,0,0,2,0,A,22,399.5
11936,0.0,0,B,0.0,0,C,0.0,0.0,B,0.0,1,0,F,0,0.0,A,0.0,H,1,35,0,bc5556991ef3c7d1eee896cba13843f2897077be,1,0.0,B,2,0,0,0.0,0,4,0.0,0,0,0,0,0,A,24,0.0
11937,379.5,0,B,1.0,0,E,490.6,100.0,E,80.0,1,0,M,1,80.0,A,445.4,B,1,41,0,1495bdf5d9b0cbbdf4784365d0aa9ae26c8dcab8,1,80.0,B,3,0,1,40.0,1,4,380.0,0,0,0,0,0,E,27,390.1
11938,441.4,0,A,1.0,0,B,544.8,120.0,E,100.0,0,0,F,1,100.0,A,501.5,C,2,31,0,2489f9f61e56c30a5785d195737a3fff1a6143e3,1,120.0,B,1,0,1,40.0,1,2,480.0,0,0,0,0,0,B,18,445.8
11939,505.2,0,B,1.0,0,C,419.5,120.0,C,100.0,0,0,F,1,100.0,A,436.3,E,2,35,0,071c65f3efbd1548c5c1017379e169c9a78923d5,1,100.0,B,1,0,1,60.0,1,2,480.0,0,0,0,0,0,B,17,433.7
11940,586.9,0,A,1.0,0,D,580.5,140.0,A,140.0,1,0,F,1,120.0,A,577.0,A,1,33,0,500ff7d77267c44c1aa66dd1b102ab900d517bac,1,120.0,A,1,0,1,80.0,1,3,600.0,0,0,0,0,0,A,18,577.3
11941,541.5,0,C,1.0,0,F,577.8,140.0,C,140.0,0,0,F,1,140.0,A,593.9,B,1,43,0,2066834fbc2524279b68819acf5d893c4649747a,1,140.0,B,1,0,1,40.0,1,1,600.0,0,0,0,5,0,C,22,672.8
11942,0.0,0,A,0.0,0,J,0.0,0.0,F,0.0,0,0,F,0,0.0,D,0.0,G,3,35,0,c1efb9f2060a0570caa18d7e8023c2a7895115aa,1,0.0,B,1,0,0,0.0,0,2,0.0,0,0,0,0,0,C,19,0.0
11943,459.1,0,A,1.0,0,B,385.6,160.0,E,120.0,0,0,M,1,120.0,A,474.0,D,1,21,1,c43dab93ead1b9745d0eea34299748508511ae73,1,140.0,A,1,0,1,60.0,1,3,600.0,0,0,0,0,0,A,16,394.3
11944,0.0,0,B,0.0,0,C,0.0,0.0,B,0.0,1,0,F,0,0.0,A,0.0,B,1,23,0,6c899bb4221dddfb984df7963e06876cd5948370,1,0.0,B,3,0,0,0.0,0,1,0.0,0,0,0,6,0,A,24,0.0
11945,344.8,0,C,1.0,0,C,405.2,120.0,E,80.0,1,0,F,1,80.0,A,415.7,D,1,52,0,49abb75f9b74ccf3d7d83dc43b4a2be7f57d8179,1,100.0,A,2,0,1,0.0,1,1,380.0,0,0,0,2,0,A,20,325.8
11946,491.3,0,C,1.0,0,C,532.1,120.0,D,120.0,1,0,F,1,120.0,A,583.2,C,1,52,0,7fe1b882574b6e94fda004239983eaefd2000915,1,120.0,B,1,0,1,100.0,1,1,580.0,0,0,0,4,0,B,21,436.3
11947,0.0,0,B,0.0,0,I,0.0,0.0,F,0.0,1,0,M,0,0.0,D,0.0,F,1,42,0,28f50cde104443f4e6b35ae6efe337836388a17e,1,0.0,B,3,0,0,0.0,0,1,0.0,0,0,0,10,0,B,36,0.0
11948,586.1,0,A,1.0,0,B,622.0,120.0,H,120.0,1,0,M,1,120.0,A,625.2,H,2,23,0,87745358da83c515b3e3ef35271521e12619fc4e,1,100.0,A,3,0,1,120.0,1,2,580.0,0,0,0,0,0,C,17,610.5
11949,0.0,0,C,0.0,0,C,0.0,0.0,D,0.0,0,0,M,0,0.0,A,0.0,A,1,35,0,f05b5e7a71bf796f36357abd349739b223f0ffde,1,0.0,B,2,0,0,0.0,0,1,0.0,0,0,0,5,0,B,23,0.0
11950,396.9,0,B,1.0,0,D,406.9,100.0,E,80.0,1,0,F,1,40.0,A,491.7,E,2,52,0,9d763c8c65095536ebb4a449f8929b1aed52b752,1,60.0,B,2,0,1,40.0,1,2,320.0,0,0,0,0,0,B,20,367.4
11951,0.0,0,B,0.0,0,D,0.0,0.0,C,0.0,1,0,M,0,0.0,A,0.0,C,1,35,0,154b93a588fe8304af4f07a5174c99616a178332,1,0.0,B,1,0,0,0.0,0,1,0.0,0,0,0,10,0,B,40,0.0
11952,457.7,0,A,1.0,0,C,509.9,120.0,B,120.0,1,0,F,1,120.0,A,446.9,B,2,41,0,ed96967346cc4cea526c17d19ea6d4259daa0a8c,1,120.0,A,1,0,1,60.0,1,2,540.0,0,0,0,0,0,B,17,414.6
11953,419.2,0,A,1.0,0,B,410.4,120.0,E,100.0,1,0,M,1,120.0,A,416.2,B,1,21,0,c3393e7ae3853f7ba097135ecedfa148d0ce26c0,1,100.0,A,3,0,1,80.0,1,1,520.0,0,0,0,1,0,A,18,422.4
11954,414.6,0,A,1.0,0,E,565.0,80.0,D,80.0,1,0,M,1,100.0,A,497.4,C,1,16,1,d67c3fb44cbf198f88138df44c25348a9538356a,1,100.0,A,2,0,1,40.0,1,3,400.0,0,0,0,0,0,A,15,482.4
11955,430.6,0,A,1.0,0,E,537.6,120.0,E,120.0,1,0,F,1,140.0,A,479.0,F,1,21,0,1db0b8405f4eda0d61db4016653045e85fd8c287,1,120.0,A,1,0,1,120.0,1,3,620.0,0,0,0,0,0,A,18,463.8
11956,0.0,0,C,0.0,0,B,0.0,0.0,B,0.0,1,0,F,0,0.0,A,0.0,B,1,24,0,d0c70fc64cce49b2d36654b6bbf7a89f5b68f655,2,0.0,A,3,0,0,0.0,0,1,0.0,0,0,0,7,0,A,25,0.0
11957,390.8,0,A,1.0,0,B,532.3,120.0,H,80.0,1,0,F,1,100.0,A,523.9,H,1,23,0,31c653a5fecca3fab636f5486121e0f8e12c8f30,1,120.0,A,3,0,1,80.0,1,3,500.0,0,0,0,0,0,A,19,365.3
11958,479.6,0,A,1.0,0,C,559.5,120.0,D,120.0,0,0,M,1,100.0,A,592.7,C,2,22,0,6cb17ed40bde95b97942c49804549b3e34fdb781,1,120.0,B,3,0,1,100.0,1,2,560.0,0,0,0,0,0,B,17,384.8
11959,394.4,0,B,1.0,0,B,414.5,140.0,C,120.0,0,0,F,1,140.0,A,472.7,B,1,50,0,0f75e0d18f8a8d6c199ff241e3f3b6c159d13d93,1,120.0,A,3,0,1,100.0,1,3,620.0,0,0,0,0,0,A,22,466.4
11960,0.0,0,B,0.0,0,B,0.0,0.0,B,0.0,0,0,M,0,0.0,A,0.0,B,1,31,0,24fe8ade725ac4444c10076fcefa8aaef56813a4,1,0.0,A,5,0,0,0.0,0,4,0.0,0,0,0,0,0,A,25,0.0
11961,0.0,0,A,0.0,0,F,0.0,0.0,A,0.0,0,0,M,0,0.0,A,0.0,B,2,31,0,5778d5a850f4b5aa242c20c67deb483e9640880c,1,0.0,A,2,0,0,0.0,0,2,0.0,0,0,0,0,0,A,18,0.0
11962,374.2,0,A,1.0,0,C,452.3,100.0,C,80.0,1,0,F,1,80.0,D,412.0,B,1,15,0,07b9fb4eb807f5c4232b319d844e465bc3eba1e4,1,80.0,A,3,0,1,0.0,1,3,340.0,0,0,0,0,0,A,20,503.3
11963,587.8,0,C,1.0,0,E,576.9,120.0,E,120.0,0,0,M,1,100.0,D,584.3,E,1,24,0,7b115c5f3972aba2f7f5b459c3d70feb01de7641,1,100.0,B,3,0,1,120.0,1,1,560.0,0,0,0,1,0,C,17,646.5
11964,546.4,0,A,1.0,0,H,562.0,140.0,E,100.0,0,0,F,1,80.0,B,591.0,E,2,41,0,f0b697ca36b639ed0eb054d02eb2007b9e356bbc,1,100.0,B,1,0,1,60.0,1,2,480.0,0,0,0,0,0,B,17,514.7
11965,0.0,0,B,0.0,0,D,0.0,0.0,C,0.0,0,0,M,0,0.0,A,0.0,D,1,31,0,1647511c95d311617aece2782a3591bafd67d53b,1,0.0,B,3,0,0,0.0,0,1,0.0,0,0,0,4,0,B,21,0.0
11966,0.0,0,B,0.0,0,C,0.0,0.0,E,0.0,1,0,F,0,0.0,B,0.0,E,1,51,0,4a010ccbab29b073ccdeb55836d00de7f75a3508,1,0.0,A,1,0,0,0.0,0,1,0.0,0,0,0,8,0,A,25,0.0
11967,0.0,0,A,0.0,0,B,0.0,0.0,E,0.0,0,0,M,0,0.0,A,0.0,E,1,35,1,e573ba9d39d04a22d0f7cbc07d5de830b27b1d68,1,0.0,B,1,0,0,0.0,0,3,0.0,0,0,0,0,0,B,15,0.0
11968,440.5,0,A,1.0,0,B,404.0,120.0,A,100.0,1,0,M,1,80.0,A,378.6,A,2,23,0,eda54dfc3964f1fb0d2baa07e8701058724b96b7,1,100.0,A,3,0,1,0.0,1,2,400.0,0,0,0,0,0,A,17,483.4
11969,465.9,0,C,1.0,0,C,365.3,100.0,F,80.0,1,0,M,1,80.0,C,437.6,G,1,51,1,ca236b93d1777e21e2cfdc16439c0b90182aceeb,1,100.0,B,3,0,1,40.0,1,3,400.0,0,0,0,0,0,B,16,399.9
11970,437.2,0,A,1.0,0,C,474.6,120.0,H,80.0,1,0,F,1,80.0,A,525.7,H,1,23,1,5b02ec4f685f99ce165874b352963ac6d6205417,1,80.0,B,1,0,1,40.0,1,3,400.0,0,0,0,0,0,B,16,382.8
11971,476.7,0,C,1.0,0,C,485.8,120.0,D,120.0,1,0,F,1,120.0,A,505.0,D,2,23,0,87027185bf86277e3c90c92c1cd46ebad09ddd64,1,120.0,B,1,0,1,40.0,1,2,520.0,0,0,0,0,0,C,17,481.5
11972,609.5,0,A,1.0,0,B,484.7,100.0,B,120.0,1,0,F,1,120.0,A,516.7,B,1,25,0,b39cf5e1a1108d537da5698c02a50fbdcbad1f51,1,120.0,A,2,0,1,60.0,1,1,520.0,0,0,0,4,0,B,21,430.2
11973,684.6,0,A,1.0,0,O,585.5,160.0,D,40.0,0,0,F,1,40.0,D,628.8,F,1,35,0,4311996eb4cf15d0905390e7ab6749b8efc6460e,1,120.0,B,1,0,1,80.0,1,1,440.0,0,0,0,3,0,B,20,669.9
11974,405.6,0,A,1.0,0,C,482.0,160.0,B,120.0,1,0,F,1,120.0,A,542.9,B,1,23,1,19485eb2e7a2a327650709de0656c6d039d32f1a,1,120.0,A,3,0,1,100.0,1,3,620.0,0,0,0,0,0,A,16,444.8
11975,383.4,0,B,1.0,0,A,508.7,80.0,E,60.0,0,0,M,1,60.0,A,485.1,E,1,17,0,84d9393f9c2b5b01353ee670c385d5cd6fcc587d,1,80.0,B,3,0,1,0.0,1,1,280.0,0,0,0,3,0,B,21,439.1
11976,0.0,0,A,0.0,0,D,0.0,0.0,C,0.0,0,0,F,0,0.0,A,0.0,B,2,35,0,5ab4db2496a120be06dbcd1a9303954b3f75daf0,1,0.0,A,3,0,0,0.0,0,2,0.0,0,0,0,0,0,B,17,0.0
11977,431.3,0,A,1.0,0,B,515.9,80.0,C,120.0,0,0,F,1,80.0,A,419.3,C,1,29,0,c20c98e721c9141f7aa26024a5e02af89ca65711,1,60.0,B,2,0,1,20.0,1,1,360.0,0,0,0,2,0,B,22,460.8
11978,0.0,0,C,0.0,0,B,0.0,0.0,B,0.0,1,0,F,0,0.0,A,0.0,B,1,33,0,49bd23b87e2ec3dd818daafa308e5f2328fd8cfb,1,0.0,B,3,0,0,0.0,0,1,0.0,0,0,0,3,0,B,22,0.0
11979,428.2,0,A,1.0,0,I,485.3,140.0,F,120.0,0,0,F,1,120.0,A,467.2,F,2,53,0,f50ffa559c9661125acb62330482cc43ac10d0bf,1,120.0,B,3,0,1,100.0,1,2,600.0,0,0,0,0,0,C,17,505.6
11980,453.0,0,A,6.0,0,B,394.0,0.0,B,0.0,0,0,M,1,0.0,A,419.9,B,1,23,0,83ce0628ad6cae02ad894cc4d7ad06ac24d3138c,1,0.0,A,3,0,1,0.0,1,3,0.0,0,0,0,0,0,A,19,392.8
11981,493.3,0,A,1.0,0,C,549.4,100.0,E,80.0,1,0,M,1,80.0,A,592.2,B,1,22,1,cf928c6c51ba4e28d9b1110e14d20041dc1f4317,1,60.0,A,3,0,1,40.0,1,3,360.0,0,0,0,0,0,A,16,484.2
11982,0.0,0,A,0.0,0,B,0.0,0.0,C,0.0,0,0,F,0,0.0,A,0.0,C,2,17,0,7d64952f81f01194384446d57237d0ad0a171e52,1,0.0,A,2,0,0,0.0,0,2,0.0,0,0,0,0,0,A,17,0.0
11983,429.1,0,A,1.0,0,C,501.3,120.0,E,120.0,1,0,M,1,100.0,A,558.5,E,1,31,0,4c30606b13690a116d5faa2f404329c1c0787b8b,1,120.0,B,1,0,1,120.0,1,1,580.0,0,0,0,1,0,B,18,549.1
11984,425.9,0,A,1.0,0,B,424.7,120.0,B,120.0,1,0,F,1,100.0,A,504.0,B,2,23,0,6f3055cf5e2cbb8c627e2b66a0104f4252dbd178,1,120.0,A,1,0,1,40.0,1,2,500.0,0,0,0,0,0,A,19,372.0
11985,586.0,0,C,1.0,0,H,573.0,160.0,G,40.0,1,0,M,1,40.0,A,599.3,E,1,41,0,5fdbb47a18fc79a7ae0c5d299e911d1685a14c9e,1,120.0,A,1,0,1,40.0,1,1,400.0,0,0,0,4,0,B,35,637.8
11986,602.6,0,A,1.0,0,E,541.7,120.0,C,120.0,1,0,M,1,120.0,A,596.2,E,1,52,0,cf723f630209ea3be4f3bda8dfc46aede19b7ed4,1,100.0,A,3,0,1,100.0,1,1,560.0,0,0,0,1,0,B,18,579.9
11987,445.7,0,A,1.0,0,B,461.8,120.0,D,120.0,1,0,F,1,120.0,A,561.4,C,1,21,0,a8fb86690f845e1aaa357bed0aef36143ec0a043,2,120.0,B,3,0,1,100.0,1,1,580.0,0,0,0,1,0,A,18,512.8
11988,437.3,0,C,1.0,0,C,480.2,120.0,C,100.0,1,0,F,1,80.0,A,499.3,B,1,21,0,c07f8054198016eac1fd2ffcd74dc17b9f42900a,1,100.0,A,3,0,1,80.0,1,1,480.0,0,0,0,10,0,A,48,492.1
11989,647.3,0,A,1.0,0,J,577.0,160.0,G,200.0,0,0,M,1,160.0,D,643.2,G,3,15,0,4e16030cd51f1725e88e308feb5dbf62bd5c0beb,1,160.0,B,3,0,1,160.0,1,2,840.0,0,0,0,0,0,B,18,683.0
11990,0.0,0,B,0.0,0,B,0.0,0.0,H,0.0,1,0,M,0,0.0,A,0.0,H,1,31,0,6bdfdc6dd5a4cf5780efce763f2dd967ba1cbb71,1,0.0,A,1,0,0,0.0,0,1,0.0,0,0,0,3,0,A,25,0.0
11991,504.1,0,A,1.0,0,P,524.8,120.0,F,120.0,0,0,M,1,140.0,D,631.0,G,3,41,0,4e98e06174e4b6e5737f79bc3a047dbf2285aed0,1,120.0,B,1,0,1,80.0,1,2,580.0,0,0,0,0,0,B,17,741.1
11992,455.8,0,C,1.0,0,C,439.0,120.0,B,100.0,1,0,F,1,80.0,A,513.0,H,1,13,0,525581b282486938aa43c5dadd146b73266754e4,1,120.0,A,3,0,1,60.0,1,1,480.0,0,0,0,10,0,B,30,498.0
11993,460.1,0,C,1.0,0,C,582.0,120.0,D,140.0,1,0,F,1,120.0,A,537.5,B,1,35,0,bf67a6a97da4a29ce179967513eb8a0addcebd80,1,120.0,A,3,0,1,80.0,1,1,580.0,0,0,0,7,0,B,24,444.6
11994,0.0,0,C,0.0,0,C,0.0,0.0,E,0.0,0,0,M,0,0.0,A,0.0,E,1,41,0,b3eb64c57e640c9c5f0349a5f001a41fd5a240ad,1,0.0,A,1,0,0,0.0,0,4,0.0,0,0,0,0,0,A,24,0.0
11995,0.0,0,C,0.0,0,D,0.0,0.0,C,0.0,0,0,F,0,0.0,C,0.0,F,1,35,0,2ab89e076468c391f172a7654b5a9d18c2d650c0,1,0.0,B,3,0,0,0.0,0,1,0.0,0,0,0,10,0,B,36,0.0
11996,577.3,0,C,1.0,0,J,585.6,120.0,D,120.0,0,0,M,1,120.0,A,618.2,D,1,24,0,243781b0b475a054455e2cdeacec8fc73235c8c2,1,100.0,B,1,0,1,80.0,1,1,540.0,0,0,0,10,0,B,54,439.2
11997,396.3,0,A,1.0,0,C,485.9,100.0,E,100.0,1,0,F,1,100.0,A,500.5,E,1,52,0,6e70478aa0e10d4895322c7085c3cebbac82daf3,1,80.0,B,3,0,1,60.0,1,1,440.0,0,0,0,1,0,B,18,334.8
11998,0.0,0,A,0.0,0,C,0.0,0.0,B,0.0,1,0,F,0,0.0,A,0.0,A,1,17,0,e37ba9dd2d1401fb7f3725c5435dbf8be403995d,1,0.0,A,2,0,0,0.0,0,4,0.0,0,0,0,0,0,A,29,0.0
11999,0.0,0,B,0.0,0,B,0.0,0.0,C,0.0,1,0,M,0,0.0,A,0.0,B,1,21,0,3d966df0030bc838cc669410a1e8561f173b2e6f,1,0.0,A,2,0,0,0.0,0,1,0.0,0,0,0,2,0,A,20,0.0
12000,499.4,0,B,1.0,0,D,583.7,120.0,E,100.0,1,0,F,1,120.0,A,513.9,E,1,29,0,2d0e6eba479538d6d6f756331d568138f352185a,1,120.0,B,3,0,1,20.0,1,1,480.0,0,0,0,2,0,B,20,592.6
12001,400.1,0,A,1.0,0,A,523.6,120.0,C,100.0,1,0,M,1,100.0,A,520.2,H,2,31,0,afd53fa1d987aaa2e763f862f12ef36a852566f3,4,80.0,B,3,0,1,60.0,1,2,460.0,0,0,0,0,0,B,18,467.5
12002,432.7,0,A,1.0,0,A,553.6,80.0,D,60.0,0,0,M,1,40.0,A,503.4,D,1,23,1,cb0931229bbdb68253642616ff333c64e0f7779c,1,60.0,A,5,0,1,20.0,1,3,260.0,0,0,0,0,0,A,17,449.6
12003,385.4,0,A,1.0,0,C,551.5,120.0,B,140.0,0,0,F,1,120.0,A,482.7,A,1,23,0,a13bd85ae9b2db67117a4b81e9ff30f1644983cc,1,140.0,A,3,0,1,120.0,1,1,640.0,0,0,0,4,0,B,21,577.5
12004,428.4,0,C,1.0,0,D,421.7,80.0,B,80.0,0,0,F,1,80.0,A,535.6,B,1,35,0,87bb7e3e4b1c8f141dd06b0489686aed515cba4d,1,80.0,A,3,0,1,40.0,1,1,360.0,0,0,0,10,0,B,30,373.4
12005,590.5,0,A,1.0,0,K,594.2,160.0,G,140.0,1,0,F,1,180.0,E,639.4,D,1,15,0,92f12384f340087672ba08bcaf639344c9e80f00,1,160.0,B,2,0,1,60.0,1,1,700.0,0,0,0,2,0,B,18,657.3
12006,0.0,0,C,0.0,0,C,0.0,0.0,B,0.0,1,0,F,0,0.0,C,0.0,B,1,21,0,1b218dc1eb230ffcf39e262d76dca5eb4d8d5b87,1,0.0,A,1,0,0,0.0,0,1,0.0,0,0,0,10,0,A,31,0.0
12007,417.9,0,C,1.0,0,C,456.0,120.0,A,80.0,1,0,M,1,80.0,A,481.6,A,1,15,1,18b0831b94604d602b430ea040aa68c1df63c206,1,100.0,B,3,0,1,40.0,1,3,420.0,0,0,0,0,0,A,18,426.2
